20:20:24,9
20:41:24,12
21:02:54,10
23:04:24,11
SAT,5
07:11:24,14
07:21:24,10
07:33:24,12
07:59:36,14
08:09:36,10
08:23:36,14
08:33:36,10
08:47:36,14
08:57:36,10
09:11:36,14
09:21:36,10
09:35:36,14
09:45:36,10
09:59:36,14
10:09:36,10
10:23:36,14
10:33:36,10
10:47:36,14
10:57:36,10
11:11:36,14
11:21:36,10
11:35:36,14
11:45:36,10
11:59:36,14
12:09:36,10
12:23:36,14
12:33:36,10
12:47:36,14
12:57:36,10
13:11:36,14
13:21:36,10
13:35:36,14
13:45:36,10
13:59:36,14
14:09:36,10
14:23:36,14
14:33:36,10
14:47:36,14
14:57:36,10
15:11:36,14
15:21:36,10
15:35:36,14
15:45:36,10
15:59:36,14
16:09:36,10
16:23:36,14
16:33:36,10
16:47:36,14
16:57:36,10
17:11:36,14
17:21:36,10
17:35:36,14
17:45:36,10
17:59:36,14
18:09:36,10
18:23:36,14
18:33:36,10
18:47:36,14
18:57:36,10
19:11:24,13
19:21:54,10
19:35:54,14
19:45:54,10
19:59:54,14
20:23:54,11
20:36:54,13
SUN,5
11:08:06,10
11:21:36,13
11:45:36,10
11:59:36,14
12:09:36,10
12:23:36,14
12:33:36,10
12:47:36,14
12:57:36,10
13:11:36,14
13:21:36,10
13:35:36,14
13:45:36,10
13:59:36,14
14:09:36,10
14:23:36,14
14:33:36,10
14:47:36,14
14:57:36,10
15:11:36,14
15:21:36,10
15:35:36,14
15:45:36,10
15:59:36,14
16:09:36,10
16:23:36,14
16:33:36,10
16:47:36,14
16:57:36,10
17:11:36,14
17:21:36,10
17:35:36,14
17:45:36,10
17:59:36,14
18:09:36,10
18:23:36,14
18:33:36,10
18:47:36,14
18:59:06,11
19:13:54,14
19:25:54,12
WKD,6
01:39:30,17
01:59:30,20
05:17:30,18
05:31:30,14
05:43:00,11
06:25:30,8
07:03:00,6
07:19:12,4
08:38:18,3
18:59:12,4
21:22:30,6
22:39:00,7
23:45:00,10
25:07:00,12
SAT,6
01:39:30,17
01:59:30,20
06:14:30,15
06:58:00,13
07:10:00,12
07:17:42,7
23:04:00,9
24:40:00,12
25:07:00,15
SUN,6
01:39:30,17
01:59:30,20
06:37:00,18
07:10:00,15
08:38:12,13
08:48:12,10
10:36:42,8
20:07:00,10
20:19:00,12
23:22:00,14
WKD,L
00:53:00,12
01:39:30,22
01:59:30,20
05:17:30,18
05:32:00,14
05:42:30,10
05:49:30,7
07:14:00,5
08:16:00,3
10:09:30,5
17:33:30,3
17:38:30,5
17:49:30,3
17:54:30,5
22:29:00,7
22:55:00,10
24:29:00,12
SAT,L
01:39:30,22
01:59:30,20
05:12:30,13
05:27:30,15
05:54:00,12
06:28:30,10
07:16:30,8
07:45:30,6
22:45:00,10
24:29:00,12
SUN,L
01:39:30,22
01:59:30,20
05:17:30,18
05:37:30,20
07:13:30,16
07:57:30,13
08:57:00,11
09:07:00,10
10:26:00,8
11:11:00,6
21:56:00,8
22:55:00,10
24:29:00,12
WKD,N
01:33:48,20
06:09:54,16
06:22:54,13
06:33:24,10
07:20:24,6
07:35:42,9
07:43:42,8
08:12:12,6
08:22:54,4
08:29:42,6
08:34:54,5
08:41:54,7
08:52:54,5
08:59:54,7
09:22:12,9
09:38:12,7
09:55:42,9
16:28:42,7
16:39:24,10
16:44:54,5
16:52:24,7
17:28:54,12
17:38:54,10
17:46:54,8
17:59:54,13
18:07:54,8
18:25:54,10
19:20:42,15
19:30:42,10
21:48:54,8
21:58:54,10
22:10:54,12
22:32:54,10
23:34:48,12
23:48:48,14
24:53:48,20
SAT,N
06:02:42,8
06:09:42,7
06:24:42,15
06:41:42,17
06:54:42,13
07:09:42,15
07:25:54,16
07:36:54,11
23:53:48,15
24:13:48,20
SUN,N
06:00:42,6
06:12:42,12
06:32:42,20
07:30:12,17
07:45:24,15
09:43:54,13
09:53:54,10
10:05:54,12
10:43:54,14
10:53:54,10
11:05:54,12
11:27:12,10
21:09:54,11
23:36:48,14
23:53:48,17
24:13:48,20
WKD,Q
05:39:42,15
05:52:42,13
06:26:42,10
07:15:24,8
08:07:54,6
09:09:12,7
09:49:54,9
10:20:24,12
10:30:24,10
15:46:24,6
15:55:24,9
16:15:42,10
16:42:12,6
16:52:42,10
17:40:12,6
17:49:12,9
17:55:42,6
18:08:12,12
18:18:12,10
18:26:42,8
18:46:24,10
19:46:24,9
21:37:42,12
21:51:42,14
22:01:42,10
22:13:42,12
22:46:42,10
23:09:42,3
23:21:42,12
24:24:42,15
SAT,Q
01:04:42,20
05:59:42,15
06:38:42,10
06:50:42,12
07:00:42,10
22:43:12,11
23:55:42,13
24:24:42,16
SUN,Q
01:04:42,20
07:39:42,15
08:21:42,12
09:30:42,10
21:42:42,12
22:28:42,10
22:42:42,14
22:54:42,12
23:21:42,15
24:08:42,17
WKD,R
06:19:06,15
06:31:36,12
06:41:36,10
07:30:06,7
07:38:48,8
07:48:48,10
07:55:48,7
08:27:48,10
08:32:48,5
08:39:48,7
08:51:06,5
08:58:06,7
09:03:06,5
09:09:18,6
09:34:18,7
09:51:48,10
16:08:18,7
16:38:06,5
16:47:06,9
16:52:06,5
16:59:06,7
18:13:36,8
18:44:18,6
18:52:48,8
19:52:48,10
19:58:48,6
20:06:48,8
21:03:18,9
21:08:48,5
21:17:48,9
21:47:36,5
21:56:36,9
22:18:06,11
SAT,R
06:21:18,15
07:07:18,17
07:17:18,10
07:30:06,12
07:40:06,10
23:14:06,12
23:40:48,14
SUN,R
06:22:48,20
07:41:06,17
07:56:36,15
09:29:06,17
09:56:06,10
10:09:06,13
10:20:06,11
10:46:06,14
10:56:06,10
11:08:06,12
11:31:18,10
19:00:18,9
20:40:48,11
23:40:48,14
